YEAR,STATE,HFR,HFR_se,universl,permit,Fem_FS_S,Male_FS_S,cause_of_death,cod_code,DEATHS,POPULATION,Crude Rate
2000.0,GA,0.47,0.03,0.0,0.0,0.54,0.74,"Other and unspecified firearm discharge, undetermined intent",Y24,18.0,8186453.0,Unreliable
2001.0,GA,0.43,0.02,0.0,0.0,0.54,0.7,Discharge from other and unspecified firearms,W34,21.0,8377038.0,0.3
2001.0,GA,0.43,0.02,0.0,0.0,0.54,0.7,Intentional self-harm by handgun discharge,X72,72.0,8377038.0,0.9
2001.0,GA,0.43,0.02,0.0,0.0,0.54,0.7,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,54.0,8377038.0,0.6
2001.0,GA,0.43,0.02,0.0,0.0,0.54,0.7,Intentional self-harm by other and unspecified firearm discharge,X74,500.0,8377038.0,6
2001.0,GA,0.43,0.02,0.0,0.0,0.54,0.7,Assault by handgun discharge,X93,35.0,8377038.0,0.4
2001.0,GA,0.43,0.02,0.0,0.0,0.54,0.7,"Assault by rifle, shotgun and larger firearm discharge",X94,20.0,8377038.0,0.2
2001.0,GA,0.43,0.02,0.0,0.0,0.54,0.7,Assault by other and unspecified firearm discharge,X95,399.0,8377038.0,4.8
2001.0,GA,0.43,0.02,0.0,0.0,0.54,0.7,"Other and unspecified firearm discharge, undetermined intent",Y24,10.0,8377038.0,Unreliable
2002.0,GA,0.44,0.02,0.0,0.0,0.54,0.71,Discharge from other and unspecified firearms,W34,14.0,8508256.0,Unreliable
2002.0,GA,0.44,0.02,0.0,0.0,0.54,0.71,Intentional self-harm by handgun discharge,X72,68.0,8508256.0,0.8
2002.0,GA,0.44,0.02,0.0,0.0,0.54,0.71,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,72.0,8508256.0,0.8
2002.0,GA,0.44,0.02,0.0,0.0,0.54,0.71,Intentional self-harm by other and unspecified firearm discharge,X74,474.0,8508256.0,5.6
2002.0,GA,0.44,0.02,0.0,0.0,0.54,0.71,Assault by handgun discharge,X93,21.0,8508256.0,0.2
2002.0,GA,0.44,0.02,0.0,0.0,0.54,0.71,"Assault by rifle, shotgun and larger firearm discharge",X94,18.0,8508256.0,Unreliable
2002.0,GA,0.44,0.02,0.0,0.0,0.54,0.71,Assault by other and unspecified firearm discharge,X95,438.0,8508256.0,5.1
2002.0,GA,0.44,0.02,0.0,0.0,0.54,0.71,Legal intervention involving firearm discharge,Y35.0,15.0,8508256.0,Unreliable
2003.0,GA,0.4,0.03,0.0,0.0,0.54,0.7,Discharge from other and unspecified firearms,W34,12.0,8622793.0,Unreliable
2003.0,GA,0.4,0.03,0.0,0.0,0.54,0.7,Intentional self-harm by handgun discharge,X72,68.0,8622793.0,0.8
2003.0,GA,0.4,0.03,0.0,0.0,0.54,0.7,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,61.0,8622793.0,0.7
2003.0,GA,0.4,0.03,0.0,0.0,0.54,0.7,Intentional self-harm by other and unspecified firearm discharge,X74,527.0,8622793.0,6.1
2003.0,GA,0.4,0.03,0.0,0.0,0.54,0.7,Assault by handgun discharge,X93,24.0,8622793.0,0.3
2003.0,GA,0.4,0.03,0.0,0.0,0.54,0.7,"Assault by rifle, shotgun and larger firearm discharge",X94,27.0,8622793.0,0.3
2003.0,GA,0.4,0.03,0.0,0.0,0.54,0.7,Assault by other and unspecified firearm discharge,X95,442.0,8622793.0,5.1
2004.0,GA,0.43,0.02,0.0,0.0,0.52,0.65,Discharge from other and unspecified firearms,W34,19.0,8769252.0,Unreliable
2004.0,GA,0.43,0.02,0.0,0.0,0.52,0.65,Intentional self-harm by handgun discharge,X72,67.0,8769252.0,0.8
2004.0,GA,0.43,0.02,0.0,0.0,0.52,0.65,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,49.0,8769252.0,0.6
2004.0,GA,0.43,0.02,0.0,0.0,0.52,0.65,Intentional self-harm by other and unspecified firearm discharge,X74,489.0,8769252.0,5.6
2004.0,GA,0.43,0.02,0.0,0.0,0.52,0.65,Assault by handgun discharge,X93,31.0,8769252.0,0.4
2004.0,GA,0.43,0.02,0.0,0.0,0.52,0.65,"Assault by rifle, shotgun and larger firearm discharge",X94,23.0,8769252.0,0.3
2004.0,GA,0.43,0.02,0.0,0.0,0.52,0.65,Assault by other and unspecified firearm discharge,X95,365.0,8769252.0,4.2
2005.0,GA,0.42,0.04,0.0,0.0,0.5,0.67,Discharge from other and unspecified firearms,W34,14.0,8925922.0,Unreliable
2005.0,GA,0.42,0.04,0.0,0.0,0.5,0.67,Intentional self-harm by handgun discharge,X72,75.0,8925922.0,0.8
2005.0,GA,0.42,0.04,0.0,0.0,0.5,0.67,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,51.0,8925922.0,0.6
2005.0,GA,0.42,0.04,0.0,0.0,0.5,0.67,Intentional self-harm by other and unspecified firearm discharge,X74,464.0,8925922.0,5.2
2005.0,GA,0.42,0.04,0.0,0.0,0.5,0.67,Assault by handgun discharge,X93,23.0,8925922.0,0.3
2005.0,GA,0.42,0.04,0.0,0.0,0.5,0.67,"Assault by rifle, shotgun and larger firearm discharge",X94,18.0,8925922.0,Unreliable
2005.0,GA,0.42,0.04,0.0,0.0,0.5,0.67,Assault by other and unspecified firearm discharge,X95,398.0,8925922.0,4.5
2005.0,GA,0.42,0.04,0.0,0.0,0.5,0.67,Legal intervention involving firearm discharge,Y35.0,10.0,8925922.0,Unreliable
2006.0,GA,0.4,0.04,0.0,0.0,0.54,0.68,Discharge from other and unspecified firearms,W34,19.0,9155813.0,Unreliable
2006.0,GA,0.4,0.04,0.0,0.0,0.54,0.68,Intentional self-harm by handgun discharge,X72,99.0,9155813.0,1.1
2006.0,GA,0.4,0.04,0.0,0.0,0.54,0.68,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,48.0,9155813.0,0.5
2006.0,GA,0.4,0.04,0.0,0.0,0.54,0.68,Intentional self-harm by other and unspecified firearm discharge,X74,453.0,9155813.0,4.9
2006.0,GA,0.4,0.04,0.0,0.0,0.54,0.68,Assault by handgun discharge,X93,18.0,9155813.0,Unreliable
2006.0,GA,0.4,0.04,0.0,0.0,0.54,0.68,"Assault by rifle, shotgun and larger firearm discharge",X94,31.0,9155813.0,0.3
2006.0,GA,0.4,0.04,0.0,0.0,0.54,0.68,Assault by other and unspecified firearm discharge,X95,446.0,9155813.0,4.9
2006.0,GA,0.4,0.04,0.0,0.0,0.54,0.68,Legal intervention involving firearm discharge,Y35.0,20.0,9155813.0,0.2
2007.0,GA,0.39,0.03,0.0,0.0,0.47,0.69,Discharge from other and unspecified firearms,W34,17.0,9349988.0,Unreliable
2007.0,GA,0.39,0.03,0.0,0.0,0.47,0.69,Intentional self-harm by handgun discharge,X72,111.0,9349988.0,1.2
2007.0,GA,0.39,0.03,0.0,0.0,0.47,0.69,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,50.0,9349988.0,0.5
2007.0,GA,0.39,0.03,0.0,0.0,0.47,0.69,Intentional self-harm by other and unspecified firearm discharge,X74,480.0,9349988.0,5.1
2007.0,GA,0.39,0.03,0.0,0.0,0.47,0.69,Assault by handgun discharge,X93,20.0,9349988.0,0.2
2007.0,GA,0.39,0.03,0.0,0.0,0.47,0.69,"Assault by rifle, shotgun and larger firearm discharge",X94,33.0,9349988.0,0.4
2007.0,GA,0.39,0.03,0.0,0.0,0.47,0.69,Assault by other and unspecified firearm discharge,X95,504.0,9349988.0,5.4
2007.0,GA,0.39,0.03,0.0,0.0,0.47,0.69,"Other and unspecified firearm discharge, undetermined intent",Y24,11.0,9349988.0,Unreliable
2007.0,GA,0.39,0.03,0.0,0.0,0.47,0.69,Legal intervention involving firearm discharge,Y35.0,10.0,9349988.0,Unreliable
2008.0,GA,0.4,0.04,0.0,0.0,0.52,0.66,Discharge from other and unspecified firearms,W34,27.0,9504843.0,0.3
2008.0,GA,0.4,0.04,0.0,0.0,0.52,0.66,Intentional self-harm by handgun discharge,X72,87.0,9504843.0,0.9
2008.0,GA,0.4,0.04,0.0,0.0,0.52,0.66,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,41.0,9504843.0,0.4
2008.0,GA,0.4,0.04,0.0,0.0,0.52,0.66,Intentional self-harm by other and unspecified firearm discharge,X74,488.0,9504843.0,5.1
2008.0,GA,0.4,0.04,0.0,0.0,0.52,0.66,Assault by handgun discharge,X93,24.0,9504843.0,0.3
2008.0,GA,0.4,0.04,0.0,0.0,0.52,0.66,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,9504843.0,0.2
2008.0,GA,0.4,0.04,0.0,0.0,0.52,0.66,Assault by other and unspecified firearm discharge,X95,470.0,9504843.0,4.9
2008.0,GA,0.4,0.04,0.0,0.0,0.52,0.66,Legal intervention involving firearm discharge,Y35.0,10.0,9504843.0,Unreliable
2009.0,GA,0.45,0.03,0.0,0.0,0.52,0.69,Discharge from other and unspecified firearms,W34,18.0,9620846.0,Unreliable
2009.0,GA,0.45,0.03,0.0,0.0,0.52,0.69,Intentional self-harm by handgun discharge,X72,122.0,9620846.0,1.3
2009.0,GA,0.45,0.03,0.0,0.0,0.52,0.69,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,55.0,9620846.0,0.6
2009.0,GA,0.45,0.03,0.0,0.0,0.52,0.69,Intentional self-harm by other and unspecified firearm discharge,X74,566.0,9620846.0,5.9
2009.0,GA,0.45,0.03,0.0,0.0,0.52,0.69,Assault by handgun discharge,X93,21.0,9620846.0,0.2
2009.0,GA,0.45,0.03,0.0,0.0,0.52,0.69,"Assault by rifle, shotgun and larger firearm discharge",X94,27.0,9620846.0,0.3
2009.0,GA,0.45,0.03,0.0,0.0,0.52,0.69,Assault by other and unspecified firearm discharge,X95,408.0,9620846.0,4.2
2009.0,GA,0.45,0.03,0.0,0.0,0.52,0.69,Legal intervention involving firearm discharge,Y35.0,10.0,9620846.0,Unreliable
2010.0,GA,0.36,0.03,0.0,0.0,0.5,0.67,Discharge from other and unspecified firearms,W34,32.0,9687653.0,0.3
2010.0,GA,0.36,0.03,0.0,0.0,0.5,0.67,Intentional self-harm by handgun discharge,X72,118.0,9687653.0,1.2
2010.0,GA,0.36,0.03,0.0,0.0,0.5,0.67,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,53.0,9687653.0,0.5
2010.0,GA,0.36,0.03,0.0,0.0,0.5,0.67,Intentional self-harm by other and unspecified firearm discharge,X74,547.0,9687653.0,5.6
2010.0,GA,0.36,0.03,0.0,0.0,0.5,0.67,Assault by handgun discharge,X93,17.0,9687653.0,Unreliable
2010.0,GA,0.36,0.03,0.0,0.0,0.5,0.67,"Assault by rifle, shotgun and larger firearm discharge",X94,14.0,9687653.0,Unreliable
2010.0,GA,0.36,0.03,0.0,0.0,0.5,0.67,Assault by other and unspecified firearm discharge,X95,412.0,9687653.0,4.3
2010.0,GA,0.36,0.03,0.0,0.0,0.5,0.67,"Other and unspecified firearm discharge, undetermined intent",Y24,11.0,9687653.0,Unreliable
2011.0,GA,0.42,0.03,0.0,0.0,0.53,0.67,Discharge from other and unspecified firearms,W34,19.0,9815210.0,Unreliable
2011.0,GA,0.42,0.03,0.0,0.0,0.53,0.67,Intentional self-harm by handgun discharge,X72,152.0,9815210.0,1.5
2011.0,GA,0.42,0.03,0.0,0.0,0.53,0.67,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,59.0,9815210.0,0.6
2011.0,GA,0.42,0.03,0.0,0.0,0.53,0.67,Intentional self-harm by other and unspecified firearm discharge,X74,531.0,9815210.0,5.4
2011.0,GA,0.42,0.03,0.0,0.0,0.53,0.67,Assault by handgun discharge,X93,12.0,9815210.0,Unreliable
2011.0,GA,0.42,0.03,0.0,0.0,0.53,0.67,"Assault by rifle, shotgun and larger firearm discharge",X94,18.0,9815210.0,Unreliable
2011.0,GA,0.42,0.03,0.0,0.0,0.53,0.67,Assault by other and unspecified firearm discharge,X95,409.0,9815210.0,4.2
2011.0,GA,0.42,0.03,0.0,0.0,0.53,0.67,Legal intervention involving firearm discharge,Y35.0,14.0,9815210.0,Unreliable
2012.0,GA,0.4,0.03,0.0,0.0,0.52,0.68,Discharge from other and unspecified firearms,W34,28.0,9919945.0,0.3
2012.0,GA,0.4,0.03,0.0,0.0,0.52,0.68,Intentional self-harm by handgun discharge,X72,157.0,9919945.0,1.6
2012.0,GA,0.4,0.03,0.0,0.0,0.52,0.68,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,44.0,9919945.0,0.4
2012.0,GA,0.4,0.03,0.0,0.0,0.52,0.68,Intentional self-harm by other and unspecified firearm discharge,X74,549.0,9919945.0,5.5
2012.0,GA,0.4,0.03,0.0,0.0,0.52,0.68,Assault by handgun discharge,X93,17.0,9919945.0,Unreliable
2012.0,GA,0.4,0.03,0.0,0.0,0.52,0.68,"Assault by rifle, shotgun and larger firearm discharge",X94,17.0,9919945.0,Unreliable
2012.0,GA,0.4,0.03,0.0,0.0,0.52,0.68,Assault by other and unspecified firearm discharge,X95,447.0,9919945.0,4.5
2012.0,GA,0.4,0.03,0.0,0.0,0.52,0.68,Legal intervention involving firearm discharge,Y35.0,13.0,9919945.0,Unreliable
2013.0,GA,0.38,0.03,0.0,0.0,0.46,0.66,Discharge from other and unspecified firearms,W34,21.0,9992167.0,0.2
2013.0,GA,0.38,0.03,0.0,0.0,0.46,0.66,Intentional self-harm by handgun discharge,X72,176.0,9992167.0,1.8
2013.0,GA,0.38,0.03,0.0,0.0,0.46,0.66,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,40.0,9992167.0,0.4
2013.0,GA,0.38,0.03,0.0,0.0,0.46,0.66,Intentional self-harm by other and unspecified firearm discharge,X74,531.0,9992167.0,5.3
2013.0,GA,0.38,0.03,0.0,0.0,0.46,0.66,Assault by handgun discharge,X93,23.0,9992167.0,0.2
2013.0,GA,0.38,0.03,0.0,0.0,0.46,0.66,"Assault by rifle, shotgun and larger firearm discharge",X94,17.0,9992167.0,Unreliable
2013.0,GA,0.38,0.03,0.0,0.0,0.46,0.66,Assault by other and unspecified firearm discharge,X95,432.0,9992167.0,4.3
2013.0,GA,0.38,0.03,0.0,0.0,0.46,0.66,Legal intervention involving firearm discharge,Y35.0,14.0,9992167.0,Unreliable
2014.0,GA,0.38,0.04,0.0,0.0,0.51,0.69,Discharge from other and unspecified firearms,W34,21.0,10097343.0,0.2
2014.0,GA,0.38,0.04,0.0,0.0,0.51,0.69,Intentional self-harm by handgun discharge,X72,162.0,10097343.0,1.6
2014.0,GA,0.38,0.04,0.0,0.0,0.51,0.69,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,52.0,10097343.0,0.5
2014.0,GA,0.38,0.04,0.0,0.0,0.51,0.69,Intentional self-harm by other and unspecified firearm discharge,X74,627.0,10097343.0,6.2
2014.0,GA,0.38,0.04,0.0,0.0,0.51,0.69,Assault by handgun discharge,X93,13.0,10097343.0,Unreliable
2014.0,GA,0.38,0.04,0.0,0.0,0.51,0.69,"Assault by rifle, shotgun and larger firearm discharge",X94,13.0,10097343.0,Unreliable
2014.0,GA,0.38,0.04,0.0,0.0,0.51,0.69,Assault by other and unspecified firearm discharge,X95,480.0,10097343.0,4.8
2014.0,GA,0.38,0.04,0.0,0.0,0.51,0.69,Legal intervention involving firearm discharge,Y35.0,10.0,10097343.0,Unreliable
2015.0,GA,0.36,0.03,0.0,0.0,0.47,0.67,Discharge from other and unspecified firearms,W34,15.0,10214860.0,Unreliable
2015.0,GA,0.36,0.03,0.0,0.0,0.47,0.67,Intentional self-harm by handgun discharge,X72,183.0,10214860.0,1.8
2015.0,GA,0.36,0.03,0.0,0.0,0.47,0.67,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,52.0,10214860.0,0.5
2015.0,GA,0.36,0.03,0.0,0.0,0.47,0.67,Intentional self-harm by other and unspecified firearm discharge,X74,588.0,10214860.0,5.8
2015.0,GA,0.36,0.03,0.0,0.0,0.47,0.67,Assault by handgun discharge,X93,33.0,10214860.0,0.3
2015.0,GA,0.36,0.03,0.0,0.0,0.47,0.67,"Assault by rifle, shotgun and larger firearm discharge",X94,20.0,10214860.0,0.2
2015.0,GA,0.36,0.03,0.0,0.0,0.47,0.67,Assault by other and unspecified firearm discharge,X95,528.0,10214860.0,5.2
2015.0,GA,0.36,0.03,0.0,0.0,0.47,0.67,Legal intervention involving firearm discharge,Y35.0,16.0,10214860.0,Unreliable
2016.0,GA,0.38,0.03,0.0,0.0,0.47,0.66,Discharge from other and unspecified firearms,W34,18.0,10310371.0,Unreliable
2016.0,GA,0.38,0.03,0.0,0.0,0.47,0.66,Intentional self-harm by handgun discharge,X72,169.0,10310371.0,1.6
2016.0,GA,0.38,0.03,0.0,0.0,0.47,0.66,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,53.0,10310371.0,0.5
2016.0,GA,0.38,0.03,0.0,0.0,0.47,0.66,Intentional self-harm by other and unspecified firearm discharge,X74,649.0,10310371.0,6.3
2016.0,GA,0.38,0.03,0.0,0.0,0.47,0.66,Assault by handgun discharge,X93,17.0,10310371.0,Unreliable
2016.0,GA,0.38,0.03,0.0,0.0,0.47,0.66,"Assault by rifle, shotgun and larger firearm discharge",X94,15.0,10310371.0,Unreliable
2016.0,GA,0.38,0.03,0.0,0.0,0.47,0.66,Assault by other and unspecified firearm discharge,X95,621.0,10310371.0,6
2016.0,GA,0.38,0.03,0.0,0.0,0.47,0.66,"Other and unspecified firearm discharge, undetermined intent",Y24,11.0,10310371.0,Unreliable
2016.0,GA,0.38,0.03,0.0,0.0,0.47,0.66,Legal intervention involving firearm discharge,Y35.0,14.0,10310371.0,Unreliable
1999.0,HI,0.08,0.04,1.0,1.0,0.0,0.21,Intentional self-harm by other and unspecified firearm discharge,X74,22.0,1210300.0,1.8
1999.0,HI,0.08,0.04,1.0,1.0,0.0,0.21,Assault by other and unspecified firearm discharge,X95,18.0,1210300.0,Unreliable
2000.0,HI,0.12,0.04,1.0,1.0,0.08,0.32,Intentional self-harm by other and unspecified firearm discharge,X74,28.0,1211537.0,2.3
2001.0,HI,0.1,0.02,1.0,1.0,0.12,0.26,Intentional self-harm by other and unspecified firearm discharge,X74,25.0,1225948.0,2
2002.0,HI,0.1,0.02,1.0,1.0,0.12,0.19,Intentional self-harm by other and unspecified firearm discharge,X74,20.0,1239613.0,1.6
2002.0,HI,0.1,0.02,1.0,1.0,0.12,0.19,Assault by other and unspecified firearm discharge,X95,13.0,1239613.0,Unreliable
2003.0,HI,0.06,0.04,1.0,1.0,0.06,0.22,Intentional self-harm by other and unspecified firearm discharge,X74,22.0,1251154.0,1.8
2004.0,HI,0.2,0.02,1.0,1.0,0.12,0.31,Intentional self-harm by other and unspecified firearm discharge,X74,26.0,1273569.0,2
2005.0,HI,0.07,0.04,1.0,1.0,0.15,0.23,Intentional self-harm by other and unspecified firearm discharge,X74,21.0,1292729.0,1.6
2006.0,HI,0.12,0.04,1.0,1.0,0.09,0.2,Intentional self-harm by other and unspecified firearm discharge,X74,16.0,1309731.0,Unreliable
2007.0,HI,0.06,0.04,1.0,1.0,0.09,0.24,Intentional self-harm by other and unspecified firearm discharge,X74,26.0,1315675.0,2
2008.0,HI,0.1,0.04,1.0,1.0,0.08,0.27,Intentional self-harm by other and unspecified firearm discharge,X74,27.0,1332213.0,2
2008.0,HI,0.1,0.04,1.0,1.0,0.08,0.27,Assault by other and unspecified firearm discharge,X95,10.0,1332213.0,Unreliable
2009.0,HI,0.06,0.04,1.0,1.0,0.05,0.25,Intentional self-harm by other and unspecified firearm discharge,X74,31.0,1346717.0,2.3
2010.0,HI,0.08,0.04,1.0,1.0,0.04,0.22,Intentional self-harm by other and unspecified firearm discharge,X74,33.0,1360301.0,2.4
2011.0,HI,0.08,0.04,1.0,1.0,0.13,0.26,Intentional self-harm by other and unspecified firearm discharge,X74,33.0,1374810.0,2.4
2012.0,HI,0.12,0.03,1.0,1.0,0.05,0.27,Intentional self-harm by other and unspecified firearm discharge,X74,39.0,1392313.0,2.8
2013.0,HI,0.07,0.03,1.0,1.0,0.08,0.19,Intentional self-harm by other and unspecified firearm discharge,X74,23.0,1404054.0,1.6
2014.0,HI,0.03,0.04,1.0,1.0,0.07,0.18,Intentional self-harm by other and unspecified firearm discharge,X74,29.0,1419561.0,2
2015.0,HI,0.1,0.03,1.0,1.0,0.05,0.27,Intentional self-harm by other and unspecified firearm discharge,X74,37.0,1431603.0,2.6
2016.0,HI,0.09,0.03,1.0,1.0,0.17,0.22,Intentional self-harm by other and unspecified firearm discharge,X74,34.0,1428557.0,2.4
2016.0,HI,0.09,0.03,1.0,1.0,0.17,0.22,Assault by other and unspecified firearm discharge,X95,20.0,1428557.0,1.4
1999.0,ID,0.58,0.04,0.0,0.0,0.53,0.73,Intentional self-harm by handgun discharge,X72,25.0,1275674.0,2
1999.0,ID,0.58,0.04,0.0,0.0,0.53,0.73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,15.0,1275674.0,Unreliable
1999.0,ID,0.58,0.04,0.0,0.0,0.53,0.73,Intentional self-harm by other and unspecified firearm discharge,X74,85.0,1275674.0,6.7
1999.0,ID,0.58,0.04,0.0,0.0,0.53,0.73,Assault by other and unspecified firearm discharge,X95,11.0,1275674.0,Unreliable
2000.0,ID,0.61,0.03,0.0,0.0,0.52,0.66,Intentional self-harm by handgun discharge,X72,33.0,1293953.0,2.6
2000.0,ID,0.61,0.03,0.0,0.0,0.52,0.66,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,16.0,1293953.0,Unreliable
2000.0,ID,0.61,0.03,0.0,0.0,0.52,0.66,Intentional self-harm by other and unspecified firearm discharge,X74,58.0,1293953.0,4.5
2000.0,ID,0.61,0.03,0.0,0.0,0.52,0.66,Assault by other and unspecified firearm discharge,X95,12.0,1293953.0,Unreliable
2001.0,ID,0.57,0.02,0.0,0.0,0.45,0.71,Intentional self-harm by handgun discharge,X72,52.0,1319962.0,3.9
2001.0,ID,0.57,0.02,0.0,0.0,0.45,0.71,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,30.0,1319962.0,2.3
2001.0,ID,0.57,0.02,0.0,0.0,0.45,0.71,Intentional self-harm by other and unspecified firearm discharge,X74,54.0,1319962.0,4.1
2001.0,ID,0.57,0.02,0.0,0.0,0.45,0.71,Assault by other and unspecified firearm discharge,X95,15.0,1319962.0,Unreliable
2002.0,ID,0.58,0.02,0.0,0.0,0.46,0.71,Intentional self-harm by handgun discharge,X72,59.0,1340372.0,4.4
2002.0,ID,0.58,0.02,0.0,0.0,0.46,0.71,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,21.0,1340372.0,1.6
2002.0,ID,0.58,0.02,0.0,0.0,0.46,0.71,Intentional self-harm by other and unspecified firearm discharge,X74,57.0,1340372.0,4.3
2002.0,ID,0.58,0.02,0.0,0.0,0.46,0.71,Assault by other and unspecified firearm discharge,X95,12.0,1340372.0,Unreliable
2003.0,ID,0.51,0.03,0.0,0.0,0.34,0.68,Intentional self-harm by handgun discharge,X72,39.0,1363380.0,2.9
2003.0,ID,0.51,0.03,0.0,0.0,0.34,0.68,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,37.0,1363380.0,2.7
2003.0,ID,0.51,0.03,0.0,0.0,0.34,0.68,Intentional self-harm by other and unspecified firearm discharge,X74,61.0,1363380.0,4.5
2003.0,ID,0.51,0.03,0.0,0.0,0.34,0.68,Assault by other and unspecified firearm discharge,X95,12.0,1363380.0,Unreliable
2004.0,ID,0.56,0.02,0.0,0.0,0.4,0.7,Intentional self-harm by handgun discharge,X72,54.0,1391802.0,3.9
2004.0,ID,0.56,0.02,0.0,0.0,0.4,0.7,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,30.0,1391802.0,2.2
2004.0,ID,0.56,0.02,0.0,0.0,0.4,0.7,Intentional self-harm by other and unspecified firearm discharge,X74,67.0,1391802.0,4.8
2004.0,ID,0.56,0.02,0.0,0.0,0.4,0.7,Assault by other and unspecified firearm discharge,X95,13.0,1391802.0,Unreliable
2005.0,ID,0.59,0.04,0.0,0.0,0.43,0.75,Intentional self-harm by handgun discharge,X72,70.0,1428241.0,4.9
2005.0,ID,0.59,0.04,0.0,0.0,0.43,0.75,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,19.0,1428241.0,Unreliable
2005.0,ID,0.59,0.04,0.0,0.0,0.43,0.75,Intentional self-harm by other and unspecified firearm discharge,X74,71.0,1428241.0,5
2005.0,ID,0.59,0.04,0.0,0.0,0.43,0.75,Assault by other and unspecified firearm discharge,X95,23.0,1428241.0,1.6
2006.0,ID,0.55,0.04,0.0,0.0,0.37,0.72,Intentional self-harm by handgun discharge,X72,60.0,1468669.0,4.1
2006.0,ID,0.55,0.04,0.0,0.0,0.37,0.72,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,28.0,1468669.0,1.9
2006.0,ID,0.55,0.04,0.0,0.0,0.37,0.72,Intentional self-harm by other and unspecified firearm discharge,X74,57.0,1468669.0,3.9
2006.0,ID,0.55,0.04,0.0,0.0,0.37,0.72,Assault by other and unspecified firearm discharge,X95,18.0,1468669.0,Unreliable
2007.0,ID,0.56,0.03,0.0,0.0,0.32,0.72,Intentional self-harm by handgun discharge,X72,58.0,1505105.0,3.9
2007.0,ID,0.56,0.03,0.0,0.0,0.32,0.72,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,31.0,1505105.0,2.1
2007.0,ID,0.56,0.03,0.0,0.0,0.32,0.72,Intentional self-harm by other and unspecified firearm discharge,X74,58.0,1505105.0,3.9
2007.0,ID,0.56,0.03,0.0,0.0,0.32,0.72,Assault by other and unspecified firearm discharge,X95,26.0,1505105.0,1.7
2008.0,ID,0.54,0.04,0.0,0.0,0.41,0.64,Intentional self-harm by handgun discharge,X72,57.0,1534320.0,3.7
2008.0,ID,0.54,0.04,0.0,0.0,0.41,0.64,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,21.0,1534320.0,1.4
2008.0,ID,0.54,0.04,0.0,0.0,0.41,0.64,Intentional self-harm by other and unspecified firearm discharge,X74,71.0,1534320.0,4.6
2008.0,ID,0.54,0.04,0.0,0.0,0.41,0.64,Assault by other and unspecified firearm discharge,X95,10.0,1534320.0,Unreliable
2009.0,ID,0.54,0.03,0.0,0.0,0.37,0.64,Intentional self-harm by handgun discharge,X72,60.0,1554439.0,3.9
2009.0,ID,0.54,0.03,0.0,0.0,0.37,0.64,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,37.0,1554439.0,2.4
2009.0,ID,0.54,0.03,0.0,0.0,0.37,0.64,Intentional self-harm by other and unspecified firearm discharge,X74,79.0,1554439.0,5.1
2010.0,ID,0.52,0.03,0.0,0.0,0.3,0.7,Intentional self-harm by handgun discharge,X72,71.0,1567582.0,4.5
2010.0,ID,0.52,0.03,0.0,0.0,0.3,0.7,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,22.0,1567582.0,1.4
2010.0,ID,0.52,0.03,0.0,0.0,0.3,0.7,Intentional self-harm by other and unspecified firearm discharge,X74,89.0,1567582.0,5.7
2010.0,ID,0.52,0.03,0.0,0.0,0.3,0.7,Assault by other and unspecified firearm discharge,X95,11.0,1567582.0,Unreliable
2011.0,ID,0.47,0.03,0.0,0.0,0.27,0.68,Intentional self-harm by handgun discharge,X72,75.0,1584985.0,4.7
2011.0,ID,0.47,0.03,0.0,0.0,0.27,0.68,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,31.0,1584985.0,2
2011.0,ID,0.47,0.03,0.0,0.0,0.27,0.68,Intentional self-harm by other and unspecified firearm discharge,X74,61.0,1584985.0,3.8
