YEAR,STATE,HFR,HFR_se,universl,permit,Fem_FS_S,Male_FS_S,Cause of death,Cause of death Code,DEATHS,POPULATION,Crude Rate
2002.0,California,0.228,0.035,1.0,1.0,0.24331926899999998,0.523241955,Discharge from other and unspecified firearms,W34,25.0,34871843.0,0.1
2002.0,California,0.228,0.035,1.0,1.0,0.24331926899999998,0.523241955,Intentional self-harm by handgun discharge,X72,847.0,34871843.0,2.4
2002.0,California,0.228,0.035,1.0,1.0,0.24331926899999998,0.523241955,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,290.0,34871843.0,0.8
2002.0,California,0.228,0.035,1.0,1.0,0.24331926899999998,0.523241955,Intentional self-harm by other and unspecified firearm discharge,X74,353.0,34871843.0,1
2002.0,California,0.228,0.035,1.0,1.0,0.24331926899999998,0.523241955,Assault by handgun discharge,X93,320.0,34871843.0,0.9
2002.0,California,0.228,0.035,1.0,1.0,0.24331926899999998,0.523241955,"Assault by rifle, shotgun and larger firearm discharge",X94,95.0,34871843.0,0.3
2002.0,California,0.228,0.035,1.0,1.0,0.24331926899999998,0.523241955,Assault by other and unspecified firearm discharge,X95,1395.0,34871843.0,4
2002.0,California,0.228,0.035,1.0,1.0,0.24331926899999998,0.523241955,Legal intervention involving firearm discharge,Y35.0,50.0,34871843.0,0.1
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,Handgun discharge,W32,17.0,35253159.0,Unreliable
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,"Rifle, shotgun and larger firearm discharge",W33,12.0,35253159.0,Unreliable
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,Discharge from other and unspecified firearms,W34,39.0,35253159.0,0.1
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,Intentional self-harm by handgun discharge,X72,822.0,35253159.0,2.3
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,234.0,35253159.0,0.7
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,Intentional self-harm by other and unspecified firearm discharge,X74,449.0,35253159.0,1.3
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,Assault by handgun discharge,X93,314.0,35253159.0,0.9
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,"Assault by rifle, shotgun and larger firearm discharge",X94,73.0,35253159.0,0.2
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,Assault by other and unspecified firearm discharge,X95,1395.0,35253159.0,4
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,"Handgun discharge, undetermined intent",Y22,16.0,35253159.0,Unreliable
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,"Other and unspecified firearm discharge, undetermined intent",Y24,15.0,35253159.0,Unreliable
2003.0,California,0.198,0.032,1.0,1.0,0.23265306100000002,0.501126972,Legal intervention involving firearm discharge,Y35.0,80.0,35253159.0,0.2
2004.0,California,0.203,0.027999999999999997,1.0,1.0,0.21654501199999998,0.466614297,Handgun discharge,W32,15.0,35574576.0,Unreliable
2004.0,California,0.203,0.027999999999999997,1.0,1.0,0.21654501199999998,0.466614297,Discharge from other and unspecified firearms,W34,31.0,35574576.0,0.1
2004.0,California,0.203,0.027999999999999997,1.0,1.0,0.21654501199999998,0.466614297,Intentional self-harm by handgun discharge,X72,736.0,35574576.0,2.1
2004.0,California,0.203,0.027999999999999997,1.0,1.0,0.21654501199999998,0.466614297,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,226.0,35574576.0,0.6
2004.0,California,0.203,0.027999999999999997,1.0,1.0,0.21654501199999998,0.466614297,Intentional self-harm by other and unspecified firearm discharge,X74,404.0,35574576.0,1.1
2004.0,California,0.203,0.027999999999999997,1.0,1.0,0.21654501199999998,0.466614297,Assault by handgun discharge,X93,285.0,35574576.0,0.8
2004.0,California,0.203,0.027999999999999997,1.0,1.0,0.21654501199999998,0.466614297,"Assault by rifle, shotgun and larger firearm discharge",X94,98.0,35574576.0,0.3
2004.0,California,0.203,0.027999999999999997,1.0,1.0,0.21654501199999998,0.466614297,Assault by other and unspecified firearm discharge,X95,1425.0,35574576.0,4
2004.0,California,0.203,0.027999999999999997,1.0,1.0,0.21654501199999998,0.466614297,"Other and unspecified firearm discharge, undetermined intent",Y24,11.0,35574576.0,Unreliable
2004.0,California,0.203,0.027999999999999997,1.0,1.0,0.21654501199999998,0.466614297,Legal intervention involving firearm discharge,Y35.0,76.0,35574576.0,0.2
2005.0,California,0.209,0.044000000000000004,1.0,1.0,0.212737127,0.474878444,Handgun discharge,W32,18.0,35827943.0,Unreliable
2005.0,California,0.209,0.044000000000000004,1.0,1.0,0.212737127,0.474878444,"Rifle, shotgun and larger firearm discharge",W33,18.0,35827943.0,Unreliable
2005.0,California,0.209,0.044000000000000004,1.0,1.0,0.212737127,0.474878444,Discharge from other and unspecified firearms,W34,110.0,35827943.0,0.3
2005.0,California,0.209,0.044000000000000004,1.0,1.0,0.212737127,0.474878444,Intentional self-harm by handgun discharge,X72,717.0,35827943.0,2
2005.0,California,0.209,0.044000000000000004,1.0,1.0,0.212737127,0.474878444,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,220.0,35827943.0,0.6
2005.0,California,0.209,0.044000000000000004,1.0,1.0,0.212737127,0.474878444,Intentional self-harm by other and unspecified firearm discharge,X74,392.0,35827943.0,1.1
2005.0,California,0.209,0.044000000000000004,1.0,1.0,0.212737127,0.474878444,Assault by handgun discharge,X93,310.0,35827943.0,0.9
2005.0,California,0.209,0.044000000000000004,1.0,1.0,0.212737127,0.474878444,"Assault by rifle, shotgun and larger firearm discharge",X94,105.0,35827943.0,0.3
2005.0,California,0.209,0.044000000000000004,1.0,1.0,0.212737127,0.474878444,Assault by other and unspecified firearm discharge,X95,1463.0,35827943.0,4.1
2005.0,California,0.209,0.044000000000000004,1.0,1.0,0.212737127,0.474878444,Legal intervention involving firearm discharge,Y35.0,85.0,35827943.0,0.2
2006.0,California,0.20199999999999999,0.035,1.0,1.0,0.194444444,0.454615981,Handgun discharge,W32,25.0,36021202.0,0.1
2006.0,California,0.20199999999999999,0.035,1.0,1.0,0.194444444,0.454615981,Discharge from other and unspecified firearms,W34,40.0,36021202.0,0.1
2006.0,California,0.20199999999999999,0.035,1.0,1.0,0.194444444,0.454615981,Intentional self-harm by handgun discharge,X72,698.0,36021202.0,1.9
2006.0,California,0.20199999999999999,0.035,1.0,1.0,0.194444444,0.454615981,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,225.0,36021202.0,0.6
2006.0,California,0.20199999999999999,0.035,1.0,1.0,0.194444444,0.454615981,Intentional self-harm by other and unspecified firearm discharge,X74,396.0,36021202.0,1.1
2006.0,California,0.20199999999999999,0.035,1.0,1.0,0.194444444,0.454615981,Assault by handgun discharge,X93,341.0,36021202.0,0.9
2006.0,California,0.20199999999999999,0.035,1.0,1.0,0.194444444,0.454615981,"Assault by rifle, shotgun and larger firearm discharge",X94,99.0,36021202.0,0.3
2006.0,California,0.20199999999999999,0.035,1.0,1.0,0.194444444,0.454615981,Assault by other and unspecified firearm discharge,X95,1443.0,36021202.0,4
2006.0,California,0.20199999999999999,0.035,1.0,1.0,0.194444444,0.454615981,Legal intervention involving firearm discharge,Y35.0,87.0,36021202.0,0.2
2007.0,California,0.185,0.032,1.0,1.0,0.198317308,0.453790614,Handgun discharge,W32,19.0,36250311.0,Unreliable
2007.0,California,0.185,0.032,1.0,1.0,0.198317308,0.453790614,Discharge from other and unspecified firearms,W34,19.0,36250311.0,Unreliable
2007.0,California,0.185,0.032,1.0,1.0,0.198317308,0.453790614,Intentional self-harm by handgun discharge,X72,713.0,36250311.0,2
2007.0,California,0.185,0.032,1.0,1.0,0.198317308,0.453790614,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,225.0,36250311.0,0.6
2007.0,California,0.185,0.032,1.0,1.0,0.198317308,0.453790614,Intentional self-harm by other and unspecified firearm discharge,X74,484.0,36250311.0,1.3
2007.0,California,0.185,0.032,1.0,1.0,0.198317308,0.453790614,Assault by handgun discharge,X93,275.0,36250311.0,0.8
2007.0,California,0.185,0.032,1.0,1.0,0.198317308,0.453790614,"Assault by rifle, shotgun and larger firearm discharge",X94,93.0,36250311.0,0.3
2007.0,California,0.185,0.032,1.0,1.0,0.198317308,0.453790614,Assault by other and unspecified firearm discharge,X95,1333.0,36250311.0,3.7
2007.0,California,0.185,0.032,1.0,1.0,0.198317308,0.453790614,"Other and unspecified firearm discharge, undetermined intent",Y24,14.0,36250311.0,Unreliable
2007.0,California,0.185,0.032,1.0,1.0,0.198317308,0.453790614,Legal intervention involving firearm discharge,Y35.0,80.0,36250311.0,0.2
2008.0,California,0.175,0.035,1.0,1.0,0.177272727,0.45664939600000004,Handgun discharge,W32,11.0,36604337.0,Unreliable
2008.0,California,0.175,0.035,1.0,1.0,0.177272727,0.45664939600000004,Discharge from other and unspecified firearms,W34,23.0,36604337.0,0.1
2008.0,California,0.175,0.035,1.0,1.0,0.177272727,0.45664939600000004,Intentional self-harm by handgun discharge,X72,795.0,36604337.0,2.2
2008.0,California,0.175,0.035,1.0,1.0,0.177272727,0.45664939600000004,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,239.0,36604337.0,0.7
2008.0,California,0.175,0.035,1.0,1.0,0.177272727,0.45664939600000004,Intentional self-harm by other and unspecified firearm discharge,X74,444.0,36604337.0,1.2
2008.0,California,0.175,0.035,1.0,1.0,0.177272727,0.45664939600000004,Assault by handgun discharge,X93,299.0,36604337.0,0.8
2008.0,California,0.175,0.035,1.0,1.0,0.177272727,0.45664939600000004,"Assault by rifle, shotgun and larger firearm discharge",X94,91.0,36604337.0,0.2
2008.0,California,0.175,0.035,1.0,1.0,0.177272727,0.45664939600000004,Assault by other and unspecified firearm discharge,X95,1179.0,36604337.0,3.2
2008.0,California,0.175,0.035,1.0,1.0,0.177272727,0.45664939600000004,Legal intervention involving firearm discharge,Y35.0,70.0,36604337.0,0.2
2009.0,California,0.196,0.032,1.0,1.0,0.182713348,0.464764524,Handgun discharge,W32,11.0,36961229.0,Unreliable
2009.0,California,0.196,0.032,1.0,1.0,0.182713348,0.464764524,Discharge from other and unspecified firearms,W34,14.0,36961229.0,Unreliable
2009.0,California,0.196,0.032,1.0,1.0,0.182713348,0.464764524,Intentional self-harm by handgun discharge,X72,822.0,36961229.0,2.2
2009.0,California,0.196,0.032,1.0,1.0,0.182713348,0.464764524,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,280.0,36961229.0,0.8
2009.0,California,0.196,0.032,1.0,1.0,0.182713348,0.464764524,Intentional self-harm by other and unspecified firearm discharge,X74,417.0,36961229.0,1.1
2009.0,California,0.196,0.032,1.0,1.0,0.182713348,0.464764524,Assault by handgun discharge,X93,297.0,36961229.0,0.8
2009.0,California,0.196,0.032,1.0,1.0,0.182713348,0.464764524,"Assault by rifle, shotgun and larger firearm discharge",X94,66.0,36961229.0,0.2
2009.0,California,0.196,0.032,1.0,1.0,0.182713348,0.464764524,Assault by other and unspecified firearm discharge,X95,1097.0,36961229.0,3
2009.0,California,0.196,0.032,1.0,1.0,0.182713348,0.464764524,"Other and unspecified firearm discharge, undetermined intent",Y24,12.0,36961229.0,Unreliable
2009.0,California,0.196,0.032,1.0,1.0,0.182713348,0.464764524,Legal intervention involving firearm discharge,Y35.0,67.0,36961229.0,0.2
2010.0,California,0.174,0.027999999999999997,1.0,1.0,0.200226244,0.43413667899999997,Discharge from other and unspecified firearms,W34,10.0,37253956.0,Unreliable
2010.0,California,0.174,0.027999999999999997,1.0,1.0,0.200226244,0.43413667899999997,Intentional self-harm by handgun discharge,X72,822.0,37253956.0,2.2
2010.0,California,0.174,0.027999999999999997,1.0,1.0,0.200226244,0.43413667899999997,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,248.0,37253956.0,0.7
2010.0,California,0.174,0.027999999999999997,1.0,1.0,0.200226244,0.43413667899999997,Intentional self-harm by other and unspecified firearm discharge,X74,422.0,37253956.0,1.1
2010.0,California,0.174,0.027999999999999997,1.0,1.0,0.200226244,0.43413667899999997,Assault by handgun discharge,X93,261.0,37253956.0,0.7
2010.0,California,0.174,0.027999999999999997,1.0,1.0,0.200226244,0.43413667899999997,"Assault by rifle, shotgun and larger firearm discharge",X94,70.0,37253956.0,0.2
2010.0,California,0.174,0.027999999999999997,1.0,1.0,0.200226244,0.43413667899999997,Assault by other and unspecified firearm discharge,X95,1011.0,37253956.0,2.7
2010.0,California,0.174,0.027999999999999997,1.0,1.0,0.200226244,0.43413667899999997,"Other and unspecified firearm discharge, undetermined intent",Y24,10.0,37253956.0,Unreliable
2010.0,California,0.174,0.027999999999999997,1.0,1.0,0.200226244,0.43413667899999997,Legal intervention involving firearm discharge,Y35.0,64.0,37253956.0,0.2
2011.0,California,0.16,0.032,1.0,1.0,0.189274448,0.454515599,Discharge from other and unspecified firearms,W34,19.0,37691912.0,Unreliable
2011.0,California,0.16,0.032,1.0,1.0,0.189274448,0.454515599,Intentional self-harm by handgun discharge,X72,844.0,37691912.0,2.2
2011.0,California,0.16,0.032,1.0,1.0,0.189274448,0.454515599,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,229.0,37691912.0,0.6
2011.0,California,0.16,0.032,1.0,1.0,0.189274448,0.454515599,Intentional self-harm by other and unspecified firearm discharge,X74,491.0,37691912.0,1.3
2011.0,California,0.16,0.032,1.0,1.0,0.189274448,0.454515599,Assault by handgun discharge,X93,232.0,37691912.0,0.6
2011.0,California,0.16,0.032,1.0,1.0,0.189274448,0.454515599,"Assault by rifle, shotgun and larger firearm discharge",X94,64.0,37691912.0,0.2
2011.0,California,0.16,0.032,1.0,1.0,0.189274448,0.454515599,Assault by other and unspecified firearm discharge,X95,1018.0,37691912.0,2.7
2011.0,California,0.16,0.032,1.0,1.0,0.189274448,0.454515599,Legal intervention involving firearm discharge,Y35.0,83.0,37691912.0,0.2
2012.0,California,0.214,0.026000000000000002,1.0,1.0,0.20685579199999998,0.450935346,Discharge from other and unspecified firearms,W34,17.0,38041430.0,Unreliable
2012.0,California,0.214,0.026000000000000002,1.0,1.0,0.20685579199999998,0.450935346,Intentional self-harm by handgun discharge,X72,866.0,38041430.0,2.3
2012.0,California,0.214,0.026000000000000002,1.0,1.0,0.20685579199999998,0.450935346,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,227.0,38041430.0,0.6
2012.0,California,0.214,0.026000000000000002,1.0,1.0,0.20685579199999998,0.450935346,Intentional self-harm by other and unspecified firearm discharge,X74,456.0,38041430.0,1.2
2012.0,California,0.214,0.026000000000000002,1.0,1.0,0.20685579199999998,0.450935346,Assault by handgun discharge,X93,205.0,38041430.0,0.5
2012.0,California,0.214,0.026000000000000002,1.0,1.0,0.20685579199999998,0.450935346,"Assault by rifle, shotgun and larger firearm discharge",X94,68.0,38041430.0,0.2
2012.0,California,0.214,0.026000000000000002,1.0,1.0,0.20685579199999998,0.450935346,Assault by other and unspecified firearm discharge,X95,1089.0,38041430.0,2.9
2012.0,California,0.214,0.026000000000000002,1.0,1.0,0.20685579199999998,0.450935346,"Other and unspecified firearm discharge, undetermined intent",Y24,11.0,38041430.0,Unreliable
2012.0,California,0.214,0.026000000000000002,1.0,1.0,0.20685579199999998,0.450935346,Legal intervention involving firearm discharge,Y35.0,112.0,38041430.0,0.3
2013.0,California,0.155,0.032,1.0,1.0,0.200424178,0.448410123,Discharge from other and unspecified firearms,W34,19.0,38332521.0,Unreliable
2013.0,California,0.155,0.032,1.0,1.0,0.200424178,0.448410123,Intentional self-harm by handgun discharge,X72,876.0,38332521.0,2.3
2013.0,California,0.155,0.032,1.0,1.0,0.200424178,0.448410123,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,259.0,38332521.0,0.7
2013.0,California,0.155,0.032,1.0,1.0,0.200424178,0.448410123,Intentional self-harm by other and unspecified firearm discharge,X74,436.0,38332521.0,1.1
2013.0,California,0.155,0.032,1.0,1.0,0.200424178,0.448410123,Assault by handgun discharge,X93,232.0,38332521.0,0.6
2013.0,California,0.155,0.032,1.0,1.0,0.200424178,0.448410123,"Assault by rifle, shotgun and larger firearm discharge",X94,58.0,38332521.0,0.2
2013.0,California,0.155,0.032,1.0,1.0,0.200424178,0.448410123,Assault by other and unspecified firearm discharge,X95,1022.0,38332521.0,2.7
2013.0,California,0.155,0.032,1.0,1.0,0.200424178,0.448410123,Legal intervention involving firearm discharge,Y35.0,97.0,38332521.0,0.3
2014.0,California,0.183,0.035,1.0,1.0,0.191836735,0.431045145,Discharge from other and unspecified firearms,W34,13.0,38802500.0,Unreliable
2014.0,California,0.183,0.035,1.0,1.0,0.191836735,0.431045145,Intentional self-harm by handgun discharge,X72,844.0,38802500.0,2.2
2014.0,California,0.183,0.035,1.0,1.0,0.191836735,0.431045145,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,260.0,38802500.0,0.7
2014.0,California,0.183,0.035,1.0,1.0,0.191836735,0.431045145,Intentional self-harm by other and unspecified firearm discharge,X74,478.0,38802500.0,1.2
2014.0,California,0.183,0.035,1.0,1.0,0.191836735,0.431045145,Assault by handgun discharge,X93,195.0,38802500.0,0.5
2014.0,California,0.183,0.035,1.0,1.0,0.191836735,0.431045145,"Assault by rifle, shotgun and larger firearm discharge",X94,53.0,38802500.0,0.1
2014.0,California,0.183,0.035,1.0,1.0,0.191836735,0.431045145,Assault by other and unspecified firearm discharge,X95,985.0,38802500.0,2.5
2014.0,California,0.183,0.035,1.0,1.0,0.191836735,0.431045145,Legal intervention involving firearm discharge,Y35.0,89.0,38802500.0,0.2
2015.0,California,0.151,0.032,1.0,1.0,0.164149043,0.439823566,Discharge from other and unspecified firearms,W34,16.0,39144818.0,Unreliable
2015.0,California,0.151,0.032,1.0,1.0,0.164149043,0.439823566,Intentional self-harm by handgun discharge,X72,819.0,39144818.0,2.1
2015.0,California,0.151,0.032,1.0,1.0,0.164149043,0.439823566,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,232.0,39144818.0,0.6
2015.0,California,0.151,0.032,1.0,1.0,0.164149043,0.439823566,Intentional self-harm by other and unspecified firearm discharge,X74,508.0,39144818.0,1.3
2015.0,California,0.151,0.032,1.0,1.0,0.164149043,0.439823566,Assault by handgun discharge,X93,226.0,39144818.0,0.6
2015.0,California,0.151,0.032,1.0,1.0,0.164149043,0.439823566,"Assault by rifle, shotgun and larger firearm discharge",X94,55.0,39144818.0,0.1
2015.0,California,0.151,0.032,1.0,1.0,0.164149043,0.439823566,Assault by other and unspecified firearm discharge,X95,1115.0,39144818.0,2.8
2015.0,California,0.151,0.032,1.0,1.0,0.164149043,0.439823566,Legal intervention involving firearm discharge,Y35.0,103.0,39144818.0,0.3
2016.0,California,0.163,0.027999999999999997,1.0,1.0,0.182547643,0.428571429,Handgun discharge,W32,13.0,39250017.0,Unreliable
2016.0,California,0.163,0.027999999999999997,1.0,1.0,0.182547643,0.428571429,Discharge from other and unspecified firearms,W34,20.0,39250017.0,0.1
2016.0,California,0.163,0.027999999999999997,1.0,1.0,0.182547643,0.428571429,Intentional self-harm by handgun discharge,X72,870.0,39250017.0,2.2
2016.0,California,0.163,0.027999999999999997,1.0,1.0,0.182547643,0.428571429,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,224.0,39250017.0,0.6
2016.0,California,0.163,0.027999999999999997,1.0,1.0,0.182547643,0.428571429,Intentional self-harm by other and unspecified firearm discharge,X74,501.0,39250017.0,1.3
2016.0,California,0.163,0.027999999999999997,1.0,1.0,0.182547643,0.428571429,Assault by handgun discharge,X93,243.0,39250017.0,0.6
2016.0,California,0.163,0.027999999999999997,1.0,1.0,0.182547643,0.428571429,"Assault by rifle, shotgun and larger firearm discharge",X94,69.0,39250017.0,0.2
2016.0,California,0.163,0.027999999999999997,1.0,1.0,0.182547643,0.428571429,Assault by other and unspecified firearm discharge,X95,1155.0,39250017.0,2.9
2016.0,California,0.163,0.027999999999999997,1.0,1.0,0.182547643,0.428571429,Legal intervention involving firearm discharge,Y35.0,74.0,39250017.0,0.2
1999.0,Colorado,0.43,0.036000000000000004,0.0,0.0,0.32231405,0.59602649,Intentional self-harm by handgun discharge,X72,74.0,4226018.0,1.8
1999.0,Colorado,0.43,0.036000000000000004,0.0,0.0,0.32231405,0.59602649,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,40.0,4226018.0,0.9
1999.0,Colorado,0.43,0.036000000000000004,0.0,0.0,0.32231405,0.59602649,Intentional self-harm by other and unspecified firearm discharge,X74,195.0,4226018.0,4.6
1999.0,Colorado,0.43,0.036000000000000004,0.0,0.0,0.32231405,0.59602649,Assault by other and unspecified firearm discharge,X95,105.0,4226018.0,2.5
2000.0,Colorado,0.467,0.026000000000000002,0.0,0.0,0.483050847,0.591919192,Intentional self-harm by handgun discharge,X72,96.0,4301261.0,2.2
2000.0,Colorado,0.467,0.026000000000000002,0.0,0.0,0.483050847,0.591919192,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,47.0,4301261.0,1.1
2000.0,Colorado,0.467,0.026000000000000002,0.0,0.0,0.483050847,0.591919192,Intentional self-harm by other and unspecified firearm discharge,X74,207.0,4301261.0,4.8
2000.0,Colorado,0.467,0.026000000000000002,0.0,0.0,0.483050847,0.591919192,Assault by other and unspecified firearm discharge,X95,68.0,4301261.0,1.6
2001.0,Colorado,0.371,0.021,0.0,0.0,0.35099337700000005,0.5901926439999999,Intentional self-harm by handgun discharge,X72,90.0,4425687.0,2
2001.0,Colorado,0.371,0.021,0.0,0.0,0.35099337700000005,0.5901926439999999,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,72.0,4425687.0,1.6
2001.0,Colorado,0.371,0.021,0.0,0.0,0.35099337700000005,0.5901926439999999,Intentional self-harm by other and unspecified firearm discharge,X74,228.0,4425687.0,5.2
2001.0,Colorado,0.371,0.021,0.0,0.0,0.35099337700000005,0.5901926439999999,"Assault by rifle, shotgun and larger firearm discharge",X94,13.0,4425687.0,Unreliable
2001.0,Colorado,0.371,0.021,0.0,0.0,0.35099337700000005,0.5901926439999999,Assault by other and unspecified firearm discharge,X95,77.0,4425687.0,1.7
2002.0,Colorado,0.363,0.02,0.0,0.0,0.286713287,0.5804794520000001,Intentional self-harm by handgun discharge,X72,86.0,4490406.0,1.9
2002.0,Colorado,0.363,0.02,0.0,0.0,0.286713287,0.5804794520000001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,63.0,4490406.0,1.4
2002.0,Colorado,0.363,0.02,0.0,0.0,0.286713287,0.5804794520000001,Intentional self-harm by other and unspecified firearm discharge,X74,231.0,4490406.0,5.1
2002.0,Colorado,0.363,0.02,0.0,0.0,0.286713287,0.5804794520000001,Assault by handgun discharge,X93,15.0,4490406.0,Unreliable
2002.0,Colorado,0.363,0.02,0.0,0.0,0.286713287,0.5804794520000001,"Assault by rifle, shotgun and larger firearm discharge",X94,12.0,4490406.0,Unreliable
2002.0,Colorado,0.363,0.02,0.0,0.0,0.286713287,0.5804794520000001,Assault by other and unspecified firearm discharge,X95,89.0,4490406.0,2
2003.0,Colorado,0.373,0.032,0.0,0.0,0.25477707,0.565674256,Intentional self-harm by handgun discharge,X72,107.0,4528732.0,2.4
2003.0,Colorado,0.373,0.032,0.0,0.0,0.25477707,0.565674256,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,42.0,4528732.0,0.9
2003.0,Colorado,0.373,0.032,0.0,0.0,0.25477707,0.565674256,Intentional self-harm by other and unspecified firearm discharge,X74,214.0,4528732.0,4.7
2003.0,Colorado,0.373,0.032,0.0,0.0,0.25477707,0.565674256,Assault by other and unspecified firearm discharge,X95,107.0,4528732.0,2.4
2003.0,Colorado,0.373,0.032,0.0,0.0,0.25477707,0.565674256,Legal intervention involving firearm discharge,Y35.0,10.0,4528732.0,Unreliable
2004.0,Colorado,0.41100000000000003,0.018000000000000002,0.0,0.0,0.284946237,0.5711947629999999,Intentional self-harm by handgun discharge,X72,131.0,4575013.0,2.9
2004.0,Colorado,0.41100000000000003,0.018000000000000002,0.0,0.0,0.284946237,0.5711947629999999,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,56.0,4575013.0,1.2
2004.0,Colorado,0.41100000000000003,0.018000000000000002,0.0,0.0,0.284946237,0.5711947629999999,Intentional self-harm by other and unspecified firearm discharge,X74,215.0,4575013.0,4.7
2004.0,Colorado,0.41100000000000003,0.018000000000000002,0.0,0.0,0.284946237,0.5711947629999999,Assault by handgun discharge,X93,12.0,4575013.0,Unreliable
2004.0,Colorado,0.41100000000000003,0.018000000000000002,0.0,0.0,0.284946237,0.5711947629999999,Assault by other and unspecified firearm discharge,X95,110.0,4575013.0,2.4
2004.0,Colorado,0.41100000000000003,0.018000000000000002,0.0,0.0,0.284946237,0.5711947629999999,Legal intervention involving firearm discharge,Y35.0,11.0,4575013.0,Unreliable
2005.0,Colorado,0.37799999999999995,0.044000000000000004,0.0,0.0,0.28313253,0.5504731860000001,Intentional self-harm by handgun discharge,X72,137.0,4631888.0,3
2005.0,Colorado,0.37799999999999995,0.044000000000000004,0.0,0.0,0.28313253,0.5504731860000001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,60.0,4631888.0,1.3
2005.0,Colorado,0.37799999999999995,0.044000000000000004,0.0,0.0,0.28313253,0.5504731860000001,Intentional self-harm by other and unspecified firearm discharge,X74,199.0,4631888.0,4.3
2005.0,Colorado,0.37799999999999995,0.044000000000000004,0.0,0.0,0.28313253,0.5504731860000001,Assault by handgun discharge,X93,11.0,4631888.0,Unreliable
2005.0,Colorado,0.37799999999999995,0.044000000000000004,0.0,0.0,0.28313253,0.5504731860000001,"Assault by rifle, shotgun and larger firearm discharge",X94,10.0,4631888.0,Unreliable
2005.0,Colorado,0.37799999999999995,0.044000000000000004,0.0,0.0,0.28313253,0.5504731860000001,Assault by other and unspecified firearm discharge,X95,94.0,4631888.0,2
2005.0,Colorado,0.37799999999999995,0.044000000000000004,0.0,0.0,0.28313253,0.5504731860000001,Legal intervention involving firearm discharge,Y35.0,10.0,4631888.0,Unreliable
2006.0,Colorado,0.39899999999999997,0.035,0.0,0.0,0.352601156,0.556552962,Intentional self-harm by handgun discharge,X72,106.0,4720423.0,2.2
2006.0,Colorado,0.39899999999999997,0.035,0.0,0.0,0.352601156,0.556552962,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,55.0,4720423.0,1.2
2006.0,Colorado,0.39899999999999997,0.035,0.0,0.0,0.352601156,0.556552962,Intentional self-harm by other and unspecified firearm discharge,X74,210.0,4720423.0,4.4
2006.0,Colorado,0.39899999999999997,0.035,0.0,0.0,0.352601156,0.556552962,Assault by handgun discharge,X93,10.0,4720423.0,Unreliable
2006.0,Colorado,0.39899999999999997,0.035,0.0,0.0,0.352601156,0.556552962,"Assault by rifle, shotgun and larger firearm discharge",X94,14.0,4720423.0,Unreliable
2006.0,Colorado,0.39899999999999997,0.035,0.0,0.0,0.352601156,0.556552962,Assault by other and unspecified firearm discharge,X95,80.0,4720423.0,1.7
2007.0,Colorado,0.40399999999999997,0.032,0.0,0.0,0.223463687,0.5632911389999999,Intentional self-harm by handgun discharge,X72,121.0,4803868.0,2.5
2007.0,Colorado,0.40399999999999997,0.032,0.0,0.0,0.223463687,0.5632911389999999,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,65.0,4803868.0,1.4
2007.0,Colorado,0.40399999999999997,0.032,0.0,0.0,0.223463687,0.5632911389999999,Intentional self-harm by other and unspecified firearm discharge,X74,210.0,4803868.0,4.4
